#Select Statistics Per TCE From the Data Validation XML Files                   
#Mission = TESS                                                                 
#Search = tess2020187183116                                                     
#Sectors = s0027-s0027                                                          
#Created Date = 2021-03-19                                                      
#                                                                               
tceid,ticid,tce_plnt_num,sectors,lastUpdate,tce_period,tce_period_err,tce_time0bt,tce_time0bt_err,tce_time0,tce_time0_err,tce_ror,tce_ror_err,tce_dor,tce_dor_err,tce_incl,tce_incl_err,tce_impact,tce_impact_err,tce_duration,tce_duration_err,tce_ingress,tce_ingress_err,tce_depth,tce_depth_err,tce_eccen,tce_eccen_err,tce_longp,tce_longp_err,tce_limbdark_mod,tce_ldm_coeff1,tce_ldm_coeff2,tce_ldm_coeff3,tce_ldm_coeff4,tce_num_transits,tce_trans_mod,tce_full_conv,tce_model_snr,tce_model_chisq,tce_model_dof,tce_robstat,tce_dof2,tce_chisq2,tce_chisqgofdof,tce_chisqgof,tce_prad,tce_prad_err,tce_sma,tce_sma_err,tce_eqt,tce_eqt_err,tce_insol,tce_insol_err,tce_ntoi,tce_sectors,tce_steff,tce_steff_err,tce_slogg,tce_slogg_err,tce_smet,tce_smet_err,tce_sradius,tce_sradius_err,tce_sdensity,tce_sdensity_err,tce_steff_prov,tce_slogg_prov,tce_smet_prov,tce_sradius_prov,tce_sdensity_prov,tcet_period,tcet_period_err,tcet_time0bt,tcet_time0bt_err,tcet_time0,tcet_time0_err,tcet_duration,tcet_duration_err,tcet_ingress,tcet_ingress_err,tcet_depth,tcet_depth_err,tcet_full_conv,tcet_model_chisq,tcet_model_dof,wst_robstat,wst_depth,tce_ws_mesmedian,tce_ws_mesmad,tce_ws_maxmes,tce_ws_minmes,tce_ws_maxmesd,tce_ws_minmesd,tce_max_sngle_ev,tce_max_mult_ev,tce_bin_oedp_stat,tce_bin_spc_stat,tce_bin_lpc_stat,tce_albedo,tce_albedo_err,tce_ptemp,tce_ptemp_err,tce_albedo_stat,tce_ptemp_stat,boot_fap,boot_mesthresh,boot_mesmean,boot_messtd,bootstrap_transit_count,tce_cap_stat,tce_hap_stat,tce_dicco_mra,tce_dicco_mra_err,tce_dicco_mdec,tce_dicco_mdec_err,tce_dicco_msky,tce_dicco_msky_err,tce_ditco_mra,tce_ditco_mra_err,tce_ditco_mdec,tce_ditco_mdec_err,tce_ditco_msky,tce_ditco_msky_err
00001641642-01,1641642,1,s0027,2021-03-19,0.57044499999999998,2.4471300000000001E-3,2036.4400000000001,4.5747000000000001E-3,2459036.4399999999,4.5747000000000001E-3,2.4576199999999999E-2,5.2309699999999997E-3,2.2863500000000001,5.4621500000000003,83.751999999999995,17.305800000000001,0.24882899999999999,2.12127,1.9723900000000001,0.428531,5.3784699999999998E-2,0.435392,686.29999999999995,121.02500000000001,0.0,0.0,0.0,0.0,claret_tess_nonlinear_limb_darkening_model,0.42743880000000001,0.51139389999999996,-0.44147380000000003,0.1242504,41,mandel-agol_geometric_transit_model,true,10.188929999999999,9923.402,11937.48,8.1540700000000008,42.523560000000003,32.735570000000003,2217,2080.7069999999999,6.4916900000000002,1.93425,0.0143441,4.9481200000000003E-3,3576.0999999999999,63.180700000000002,38650.800000000003,281.108,2,0000000000000000000000000001,6240.0,141.571,3.75265,8.4140599999999996E-2,0.0,0.0,2.4195799999999998,0.113251,8.5292300000000001E-2,1.7000009999999999E-2,TIC8.1,TIC8.1,Solar,TIC8.1,TIC8.1-Der,0.57023680210113503,-1.0,2036.44603826153,-1.0,2459036.4460382615,-1.0,2.9300653413831999,-1.0,1.0201129643948901,-1.0,973.41763208642305,-1.0,true,17728,8299,3.8999169999999999,297.04000000000002,0.253932,2.162026,3.31027,-4.2622330000000002,0.41882999999999998,0.18331,3.6679909999999998,8.2928999999999995,0.34324749999999998,4.5335299999999998,0.0,0.79785410000000001,0.80291389999999996,5225.5330000000004,1308.4949999999999,-0.25176539999999997,1.25301,7.5597435093885799E-9,10.51346,-0.40974179999999999,1.5380199999999999,43,-6.2530489999999999,8.424417,22.423829999999999,2.5007959999999998,-52.646680000000003,2.5008539999999999,57.22325,2.500845,20.582909999999998,2.5004550000000001,-55.092480000000002,2.5008520000000001,58.811880000000002,2.5008029999999999
00001641642-02,1641642,2,s0027,2021-03-19,0.371921,2.4471300000000001E-3,2036.4200000000001,4.5747000000000001E-3,2459036.4199999999,4.5747000000000001E-3,0.0238879,5.2309699999999997E-3,2.6086499999999999,5.4621500000000003,80.8506,17.305800000000001,0.41479899999999997,2.12127,1.0569200000000001,0.428531,3.0961700000000002E-2,0.435392,635.61900000000003,121.02500000000001,0.0,0.0,0.0,0.0,claret_tess_nonlinear_limb_darkening_model,0.42743880000000001,0.51139389999999996,-0.44147380000000003,0.1242504,40,mandel-agol_geometric_transit_model,true,10.187569999999999,5203.0619999999999,5618.8959999999997,9.5423139999999993,38.747280000000003,24.346689999999999,917,882.99210000000005,6.3098599999999996,1.93425,0.0,4.9481200000000003E-3,0.0,63.180700000000002,0.0,281.108,2,0000000000000000000000000001,6240.0,141.571,3.75265,8.4140599999999996E-2,0.0,0.0,2.4195799999999998,0.113251,8.5292300000000001E-2,1.7000009999999999E-2,TIC8.1,TIC8.1,Solar,TIC8.1,TIC8.1-Der,0.37178750392297399,-1.0,2036.4243832203199,-1.0,2459036.4243832203,-1.0,2.02337733046557,-1.0,0.966082911535185,-1.0,796.97380888235705,-1.0,true,9218,4382,6.0595080000000001,419.28859999999997,-0.945285,2.1686260000000002,6.67502,-5.6983620000000004,0.18609000000000001,0.250931,4.2004739999999998,8.7443799999999996,1.943405,0.0,4.5335299999999998,0.0,-1.0,0.0,-1.0,0.0,0.0,2.5120745702325199E-12,9.0019570000000009,-0.26085999999999998,1.304182,66,-1.5422439999999999,6.3435090000000001,-42.968960000000003,2.5061650000000002,8.4746159999999993,2.5051890000000001,43.796689999999998,2.5061279999999999,-44.825949999999999,2.5049030000000001,6.0274910000000004,2.5051869999999998,45.229370000000003,2.5049079999999999
00002527981-01,2527981,1,s0027,2021-03-19,5.8469499999999996,2.4471300000000001E-3,2037.21,4.5747000000000001E-3,2459037.21,4.5747000000000001E-3,0.24881400000000001,5.2309699999999997E-3,22.373799999999999,5.4621500000000003,88.246099999999998,17.305800000000001,0.68479100000000004,2.12127,2.08663,0.428531,0.73493900000000001,0.435392,63638.0,121.02500000000001,0.0,0.0,0.0,0.0,claret_tess_nonlinear_limb_darkening_model,0.68927709999999998,0.13097800000000001,-2.9463909999999999E-2,-2.5051879999999999E-2,4,mandel-agol_geometric_transit_model,true,16.93167,920.35140000000001,1114.875,11.522130000000001,13.693569999999999,0.89527999999999996,119,145.5274,17.9268,1.93425,5.4611699999999999E-2,4.9481200000000003E-3,552.83699999999999,63.180700000000002,22.075399999999998,281.108,2,0000000000000000000000000001,3604.0,157.0,4.6014799999999996,0.0215184,0.0,0.0,0.659972,0.0300395,2.2077719999999998,0.14854120000000001,TIC8.1,TIC8.1,Solar,TIC8.1,TIC8.1-Der,5.8666639328002903,-1.0,2037.1773573038699,-1.0,2459037.1773573039,-1.0,3.51473568189527,-1.0,0.78319491605315605,-1.0,24519.313485680701,-1.0,true,17850,1729,5.4648240000000001,16404.900000000001,-0.102658,0.55253399999999997,5.2279600000000004,-2.6178189999999999,2.62636,3.30692,13.87283,11.69448,6.7972969999999999E-3,1.5530100000000001E-3,0.0,83.755459999999999,19.279219999999999,2585.7739999999999,184.36269999999999,4.2924699999999998,10.92787,1.4537373325259599E-34,6.6365569999999998,0.1040716,0.94961010000000001,4,7.0790360000000003,3.1991420000000002,12.409509999999999,2.6675659999999999,-69.080770000000001,2.7388020000000002,70.186530000000005,2.7366030000000001,-0.71779519999999997,2.6674229999999999,-0.57389970000000001,2.7387999999999999,0.91901619999999995,2.6954820000000002
00002527981-02,2527981,2,s0027,2021-03-19,5.84185,2.4471300000000001E-3,2039.8399999999999,4.5747000000000001E-3,2459039.8399999999,4.5747000000000001E-3,0.15359500000000001,5.2309699999999997E-3,17.4635,5.4621500000000003,87.633300000000006,17.305800000000001,0.72115600000000002,2.12127,2.3039800000000001,0.428531,0.58527300000000004,0.435392,24092.799999999999,121.02500000000001,0.0,0.0,0.0,0.0,claret_tess_nonlinear_limb_darkening_model,0.68927709999999998,0.13097800000000001,-2.9463909999999999E-2,-2.5051879999999999E-2,4,mandel-agol_geometric_transit_model,true,8.0468969999999995,1094.4069999999999,1278.587,7.9959170000000004,8.6364289999999997,10.14883,239,260.67649999999998,11.0664,1.93425,5.4579900000000001E-2,4.9481200000000003E-3,552.99800000000005,63.180700000000002,22.101099999999999,281.108,2,0000000000000000000000000001,3604.0,157.0,4.6014799999999996,0.0215184,0.0,0.0,0.659972,0.0300395,2.2077719999999998,0.14854120000000001,TIC8.1,TIC8.1,Solar,TIC8.1,TIC8.1-Der,5.8402751025073503,-1.0,2039.84359196889,-1.0,2459039.843591969,-1.0,1.5958038832424599,-1.0,6.8934586420420302E-2,-1.0,22063.151321197998,-1.0,true,16984,1917,1.8805639999999999,9041.7759999999998,0.0186625,0.60427330000000001,4.5280500000000004,-2.6156329999999999,2.9597000000000002,-1.25002,14.260439999999999,7.7675799999999997,1.246861,0.0,1.5530100000000001E-3,120.9992,61.577129999999997,2835.6930000000002,380.00940000000003,1.9487620000000001,5.9941170000000001,3.5101774566335801E-16,6.6365569999999998,0.1040716,0.94961010000000001,4,3.3864000000000001,-0.81336799999999998,12.030889999999999,3.2214529999999999,-66.797539999999998,3.444744,67.872330000000005,3.437948,-1.0756859999999999,3.2211530000000002,1.68394,3.4447420000000002,1.9981880000000001,3.3814679999999999
00024695044-01,24695044,1,s0027,2021-03-19,4.1643800000000004,2.4471300000000001E-3,2039.46,4.5747000000000001E-3,2459039.46,4.5747000000000001E-3,8.6490499999999998E-2,5.2309699999999997E-3,13.958,5.4621500000000003,87.242500000000007,17.305800000000001,0.67149800000000004,2.12127,1.95025,0.428531,0.26826,0.435392,7880.2700000000004,121.02500000000001,0.0,0.0,0.0,0.0,claret_tess_nonlinear_limb_darkening_model,0.66435860000000002,-0.44747310000000001,0.9102924,-0.42007290000000003,6,mandel-agol_geometric_transit_model,true,60.764270000000003,1462.5129999999999,1748.9349999999999,52.384169999999997,251.4811,102.79300000000001,269,350.82220000000001,8.8137100000000004,1.93425,4.9116100000000003E-2,4.9481200000000003E-3,1018.76,63.180700000000002,254.571,281.108,1,0000000000000000000000000001,5296.0,125.124,4.4569299999999998,0.0800897,0.0,0.0,0.93344300000000002,5.0814100000000001E-2,1.1190310000000001,0.21516759999999999,TIC8.1,TIC8.1,Solar,TIC8.1,TIC8.1-Der,4.1638870239257804,-1.0,2039.4624271407999,-1.0,2459039.4624271407,-1.0,1.94945657753624,-1.0,0.34519862966561798,-1.0,7298.0644680468304,-1.0,true,17058,2154,2.4298440000000001,377.12279999999998,0.0283925,0.72328559999999997,2.7909099999999998,-3.1577999999999999,-0.7278,-1.03197,26.545210000000001,52.257460000000002,0.2487992,0.0,0.0,6.443003,2.5608010000000001,2509.4839999999999,243.3596,2.125508,6.0422510000000003,0.0,6.8327410000000004,1.9847119999999999E-2,0.96130369999999998,6,41.145620000000001,4.3508889999999996,0.1900539,2.5011670000000001,-0.2435351,2.5161609999999999,0.3089172,2.5104959999999998,-0.1311967,2.5011670000000001,-0.78712839999999995,2.5161600000000002,0.79798729999999995,2.5157560000000001
00024750907-01,24750907,1,s0027,2021-03-19,0.33596700000000002,2.4471300000000001E-3,2036.5,4.5747000000000001E-3,2459036.5,4.5747000000000001E-3,0.14749000000000001,5.2309699999999997E-3,2.8952599999999999,5.4621500000000003,71.678200000000004,17.305800000000001,0.910134,2.12127,0.65984699999999996,0.428531,0.329924,0.435392,14861.9,121.02500000000001,0.0,0.0,0.0,0.0,claret_tess_nonlinear_limb_darkening_model,0.69010320000000003,-0.5114725,0.95465809999999995,-0.3646218,68,mandel-agol_geometric_transit_model,true,22.066479999999999,5216.8850000000002,6508.2470000000003,20.878209999999999,100.12609999999999,44.834359999999997,944,879.33960000000002,11.8696,1.93425,8.3216699999999998E-3,4.9481200000000003E-3,1794.55,63.180700000000002,2451.02,281.108,2,0000000000000000000000000001,4321.0,122.0,4.5354299999999999,0.0,0.0,0.0,0.73717600000000005,0.0,1.6976910000000001,0.0,TIC8.1,TIC8.1,Solar,TIC8.1,TIC8.1-Der,0.33601376414299,-1.0,2036.49883534794,-1.0,2459036.4988353481,-1.0,0.73459970275865805,-1.0,0.32511231832889798,-1.0,18249.777189976099,-1.0,true,16903,8143,21.575669999999999,13641.42,-1.85704,0.66944840000000005,21.872579999999999,-5.274159,0.16828000000000001,0.146408,4.4465149999999998,17.17615,6.0918689999999998E-2,0.0,9.8589280000000009E-7,3.6887629999999998,4.1969469999999998,3845.1840000000002,1099.0940000000001,0.64064739999999998,1.863767,2.32221034360905E-67,6.1690839999999998,-1.503198,1.079685,72,22.399139999999999,7.4853719999999999,1.963851,2.5076679999999998,2.9075389999999999,2.590325,3.5086309999999998,2.5647160000000002,2.011266,2.5075319999999999,4.3668490000000002,2.5903209999999999,4.8077610000000002,2.5760239999999999
00024750907-02,24750907,2,s0027,2021-03-19,0.33600600000000003,2.4471300000000001E-3,2036.3299999999999,4.5747000000000001E-3,2459036.3300000001,4.5747000000000001E-3,0.19331000000000001,5.2309699999999997E-3,2.9067599999999998,5.4621500000000003,70.623400000000004,17.305800000000001,0.964391,2.12127,0.66532400000000003,0.428531,0.33266200000000001,0.435392,17430.200000000001,121.02500000000001,0.0,0.0,0.0,0.0,claret_tess_nonlinear_limb_darkening_model,0.69010320000000003,-0.5114725,0.95465809999999995,-0.3646218,67,mandel-agol_geometric_transit_model,true,30.68253,6422.6059999999998,7511.8310000000001,27.259409999999999,128.61600000000001,82.021649999999994,929,1012.575,15.5571,1.93425,8.3223099999999994E-3,4.9481200000000003E-3,1794.48,63.180700000000002,2450.6399999999999,281.108,2,0000000000000000000000000001,4321.0,122.0,4.5354299999999999,0.0,0.0,0.0,0.73717600000000005,0.0,1.6976910000000001,0.0,TIC8.1,TIC8.1,Solar,TIC8.1,TIC8.1-Der,0.33601376160140001,-1.0,2036.3321122208699,-1.0,2459036.332112221,-1.0,0.70125246596596302,-1.0,0.35059089044083003,-1.0,20410.734568451899,-1.0,true,11540,8055,0.9372241,2840.8510000000001,-2.06274,0.62916939999999999,1.84877,-3.253676,0.21664,0.0635188,5.0674780000000004,21.80097,0.39664929999999998,9.8589280000000009E-7,0.0,0.44725690000000001,1.583545,2268.9209999999998,2009.336,-0.34905429999999998,0.23604120000000001,1.06365832994203E-103,6.1568170000000002,-1.5172079999999999,1.079936,73,18.569959999999998,3.3062939999999998,1.7797050000000001,2.5071530000000002,3.1734789999999999,2.5791300000000001,3.6384500000000002,2.562093,1.8210569999999999,2.5070410000000001,4.6365980000000002,2.5791249999999999,4.9813939999999999,2.5696089999999998
00025078924-01,25078924,1,s0027,2021-03-19,0.90440600000000004,2.4471300000000001E-3,2036.8099999999999,4.5747000000000001E-3,2459036.8100000001,4.5747000000000001E-3,0.30222300000000002,5.2309699999999997E-3,3.7421799999999998,5.4621500000000003,78.002899999999997,17.305800000000001,0.77785700000000002,2.12127,1.99905,0.428531,0.99952700000000005,0.435392,79945.5,121.02500000000001,0.0,0.0,0.0,0.0,claret_tess_nonlinear_limb_darkening_model,0.5744281,-9.7075030000000007E-2,0.43625789999999998,-0.2459015,25,mandel-agol_geometric_transit_model,true,353.351,6199.5969999999998,7287.8980000000001,202.66300000000001,3529.3960000000002,545.64909999999998,989,31839.599999999999,40.173999999999999,1.93425,0.0184339,4.9481200000000003E-3,2057.4299999999998,63.180700000000002,4234.71,281.108,2,0000000000000000000000000001,5737.0,131.97999999999999,4.2756299999999996,7.4508199999999997E-2,0.0,0.0,1.21763,5.8944700000000003E-2,0.56508590000000003,0.1007325,TIC8.1,TIC8.1,Solar,TIC8.1,TIC8.1-Der,0.90452456474304199,-1.0,2036.80505865088,-1.0,2459036.8050586507,-1.0,1.8812741819326699,-1.0,0.72850262378729502,-1.0,77887.026545130298,-1.0,true,26005,7936,27.08953,8214.6620000000003,0.0886612,1.8791439999999999,36.365279999999998,-20.780670000000001,0.45311000000000001,0.403113,67.298419999999993,258.68439999999998,3.3925919999999998E-3,7.0073130000000002E-10,0.0,0.95150219999999996,0.1209104,3141.7280000000001,80.453180000000003,-0.4011055,9.7179129999999994,0.0,8.2553610000000006,-0.86897369999999996,1.280737,27,262.00709999999998,58.647210000000001,2.1182610000000001E-2,2.500006,0.13177920000000001,2.500048,0.1334709,2.5000469999999999,9.2972139999999995E-2,2.500006,0.14717269999999999,2.5000460000000002,0.17407929999999999,2.500035
00025078924-02,25078924,2,s0027,2021-03-19,0.90440200000000004,2.4471300000000001E-3,2036.3499999999999,4.5747000000000001E-3,2459036.3500000001,4.5747000000000001E-3,0.16619800000000001,5.2309699999999997E-3,2.4070800000000001,5.4621500000000003,65.711600000000004,17.305800000000001,0.99010500000000001,2.12127,1.9669399999999999,0.428531,0.98346999999999996,0.435392,11639.700000000001,121.02500000000001,0.0,0.0,0.0,0.0,claret_tess_nonlinear_limb_darkening_model,0.5744281,-9.7075030000000007E-2,0.43625789999999998,-0.2459015,24,mandel-agol_geometric_transit_model,true,56.254759999999997,5226.6559999999999,6806.1390000000001,34.267969999999998,123.6236,106.4697,988,1488.5909999999999,22.092400000000001,1.93425,0.0184339,4.9481200000000003E-3,2057.4299999999998,63.180700000000002,4234.7299999999996,281.108,2,0000000000000000000000000001,5737.0,131.97999999999999,4.2756299999999996,7.4508199999999997E-2,0.0,0.0,1.21763,5.8944700000000003E-2,0.56508590000000003,0.1007325,TIC8.1,TIC8.1,Solar,TIC8.1,TIC8.1-Der,0.90443007437752898,-1.0,2036.3535627183501,-1.0,2459036.3535627183,-1.0,1.9674610144171101,-1.0,0.78623850985989496,-1.0,12933.438699799801,-1.0,true,16132,7831,5.7039869999999997,2269.5300000000002,-0.457261,0.62796569999999996,3.8883299999999998,-6.9336849999999997,0.17358999999999999,-0.187787,10.03237,33.51099,0.11447980000000001,0.0,7.0073130000000002E-10,0.86927670000000001,0.49296079999999998,3071.54,431.61500000000001,-0.26517990000000002,2.3127520000000001,4.9701264211150903E-159,8.2553610000000006,-0.86897369999999996,1.280737,27,39.824660000000002,7.4509439999999998,-1.295628,2.5001190000000002,0.48956119999999997,2.5009070000000002,1.385035,2.5002170000000001,-1.2252130000000001,2.5001099999999998,0.50472090000000003,2.5009060000000001,1.3250999999999999,2.5002249999999999
00025118964-01,25118964,1,s0027,2021-03-19,13.231999999999999,2.4471300000000001E-3,2039.0899999999999,4.5747000000000001E-3,2459039.0899999999,4.5747000000000001E-3,0.198681,5.2309699999999997E-3,28.357099999999999,5.4621500000000003,87.999700000000004,17.305800000000001,0.98979499999999998,2.12127,2.41188,0.428531,1.20594,0.435392,16469.200000000001,121.02500000000001,0.0,0.0,0.0,0.0,claret_tess_nonlinear_limb_darkening_model,0.68173700000000004,0.18903629999999999,-0.1005066,-1.9888850000000001E-3,2,mandel-agol_geometric_transit_model,true,13.147209999999999,1005.46,545.95989999999995,9.3612850000000005,11.41789,33.769100000000002,97,182.22970000000001,11.0265,1.93425,8.7308200000000002E-2,4.9481200000000003E-3,353.822,63.180700000000002,3.7038899999999999,281.108,2,0000000000000000000000000001,3323.0,157.0,4.7300899999999997,8.3742199999999999E-3,0.0,0.0,0.50836899999999996,0.0150806,3.8539919999999999,0.13635739999999999,TIC8.1,TIC8.1,Solar,TIC8.1,TIC8.1-Der,13.259716033935501,-1.0,2039.0880241173099,-1.0,2459039.0880241175,-1.0,1.3654717801148499,-1.0,8.1771805125467001E-2,-1.0,10769.0930878325,-1.0,true,27512,938,3.9452430000000001,4860.3029999999999,0.0271791,0.69327039999999995,5.2851699999999999,-4.6013710000000003,3.9777499999999999,6.46247,17.22776,17.66255,27.920909999999999,17.50891,0.0,167.63820000000001,1005.002,1968.421,2951.6480000000001,0.16580880000000001,0.54700740000000003,8.6988637836325902E-21,9.5237999999999996,-1.3773029999999999,2.0523250000000002,2,12.315720000000001,5.9010590000000001,5.5580319999999999,2.5101089999999999,-0.98682709999999996,2.5979999999999999,5.6449579999999999,2.5128400000000002,2.2534990000000001,2.5096219999999998,-0.72716760000000003,2.597998,2.3679169999999998,2.5180889999999998
